x,y,z
0.035,-0.0175,0.0
-0.035,-0.0175,0.0
-0.035,0.0175,0.0
0.035,0.0175,0.0
0.035,-0.0175,0.17
-0.035,-0.0175,0.17
-0.035,0.0175,0.17
0.035,0.0175,0.17
0.03357142857142985,-0.0175,0.0
0.03214285714286135,-0.0175,0.0
0.03071428571429349,-0.0175,0.0
0.02928571428572344,-0.0175,0.0
0.02785714285715329,-0.0175,0.0
0.02642857142858313,-0.0175,0.0
0.0250000000000152,-0.0175,0.0
0.02357142857144803,-0.0175,0.0
0.02214285714288115,-0.0175,0.0
0.02071428571431487,-0.0175,0.0
0.01928571428574893,-0.0175,0.0
0.01785714285718208,-0.0175,0.0
0.01642857142861435,-0.0175,0.0
0.01500000000004773,-0.0175,0.0
0.01357142857148099,-0.0175,0.0
0.01214285714291314,-0.0175,0.0
0.01071428571434653,-0.0175,0.0
0.0092857142857799,-0.0175,0.0
0.007857142857211945,-0.0175,0.0
0.006428571428645329,-0.0175,0.0
0.005000000000078712,-0.0175,0.0
0.003571428571510424,-0.0175,0.0
0.002142857142943343,-0.0175,0.0
0.0007142857143764211,-0.0175,0.0
-0.0007142857141937478,-0.0175,0.0
-0.002142857142768378,-0.0175,0.0
-0.003571428571343432,-0.0175,0.0
-0.004999999999919839,-0.0175,0.0
-0.00642857142849456,-0.0175,0.0
-0.007857142857069094,-0.0175,0.0
-0.009285714285643648,-0.0175,0.0
-0.0107142857142187,-0.0175,0.0
-0.01214285714279376,-0.0175,0.0
-0.01357142857136991,-0.0175,0.0
-0.01499999999994445,-0.0175,0.0
-0.01642857142851897,-0.0175,0.0
-0.01785714285709396,-0.0175,0.0
-0.01928571428566903,-0.0175,0.0
-0.02071428571424407,-0.0175,0.0
-0.02214285714281979,-0.0175,0.0
-0.02357142857139432,-0.0175,0.0
-0.02499999999996923,-0.0175,0.0
-0.02642857142854429,-0.0175,0.0
-0.02785714285712189,-0.0175,0.0
-0.02928571428570041,-0.0175,0.0
-0.03071428571427101,-0.0175,0.0
-0.03214285714285095,-0.0175,0.0
-0.03357142857142172,-0.0175,0.0
-0.035,-0.01604166666666887,0.0
-0.035,-0.01458333333333797,0.0
-0.035,-0.01312500000000593,0.0
-0.035,-0.01166666666667683,0.0
-0.035,-0.01020833333334841,0.0
-0.035,-0.008750000000019992,0.0
-0.035,-0.007291666666691232,0.0
-0.035,-0.005833333333362136,0.0
-0.035,-0.004375000000033376,0.0
-0.035,-0.002916666666704619,0.0
-0.035,-0.001458333333375184,0.0
-0.035,-4.676120601843081e-14,0.0
-0.035,0.001458333333290242,0.0
-0.035,0.002916666666627252,0.0
-0.035,0.004374999999964255,0.0
-0.035,0.005833333333301258,0.0
-0.035,0.007291666666638268,0.0
-0.035,0.00874999999997527,0.0
-0.035,0.01020833333331228,0.0
-0.035,0.01166666666664928,0.0
-0.035,0.01312499999998629,0.0
-0.035,0.01458333333332645,0.0
-0.035,0.01604166666666346,0.0
-0.03357142857142985,0.0175,0.0
-0.03214285714286135,0.0175,0.0
-0.03071428571429349,0.0175,0.0
-0.02928571428572344,0.0175,0.0
-0.02785714285715329,0.0175,0.0
-0.02642857142858313,0.0175,0.0
-0.0250000000000152,0.0175,0.0
-0.02357142857144803,0.0175,0.0
-0.02214285714288115,0.0175,0.0
-0.02071428571431487,0.0175,0.0
-0.01928571428574893,0.0175,0.0
-0.01785714285718208,0.0175,0.0
-0.01642857142861435,0.0175,0.0
-0.01500000000004773,0.0175,0.0
-0.01357142857148099,0.0175,0.0
-0.01214285714291314,0.0175,0.0
-0.01071428571434653,0.0175,0.0
-0.0092857142857799,0.0175,0.0
-0.007857142857211945,0.0175,0.0
-0.006428571428645329,0.0175,0.0
-0.005000000000078712,0.0175,0.0
-0.003571428571510424,0.0175,0.0
-0.002142857142943343,0.0175,0.0
-0.0007142857143764211,0.0175,0.0
0.0007142857141937478,0.0175,0.0
0.002142857142768378,0.0175,0.0
0.003571428571343432,0.0175,0.0
0.004999999999919839,0.0175,0.0
0.00642857142849456,0.0175,0.0
0.007857142857069094,0.0175,0.0
0.009285714285643648,0.0175,0.0
0.0107142857142187,0.0175,0.0
0.01214285714279376,0.0175,0.0
0.01357142857136991,0.0175,0.0
0.01499999999994445,0.0175,0.0
0.01642857142851897,0.0175,0.0
0.01785714285709396,0.0175,0.0
0.01928571428566903,0.0175,0.0
0.02071428571424407,0.0175,0.0
0.02214285714281979,0.0175,0.0
0.02357142857139432,0.0175,0.0
0.02499999999996923,0.0175,0.0
0.02642857142854429,0.0175,0.0
0.02785714285712189,0.0175,0.0
0.02928571428570041,0.0175,0.0
0.03071428571427101,0.0175,0.0
0.03214285714285095,0.0175,0.0
0.03357142857142172,0.0175,0.0
0.035,0.01604166666666887,0.0
0.035,0.01458333333333797,0.0
0.035,0.01312500000000593,0.0
0.035,0.01166666666667683,0.0
0.035,0.01020833333334841,0.0
0.035,0.008750000000019992,0.0
0.035,0.007291666666691232,0.0
0.035,0.005833333333362136,0.0
0.035,0.004375000000033376,0.0
0.035,0.002916666666704619,0.0
0.035,0.001458333333375184,0.0
0.035,4.676120601843081e-14,0.0
0.035,-0.001458333333290242,0.0
0.035,-0.002916666666627252,0.0
0.035,-0.004374999999964255,0.0
0.035,-0.005833333333301258,0.0
0.035,-0.007291666666638268,0.0
0.035,-0.00874999999997527,0.0
0.035,-0.01020833333331228,0.0
0.035,-0.01166666666664928,0.0
0.035,-0.01312499999998629,0.0
0.035,-0.01458333333332645,0.0
0.035,-0.01604166666666346,0.0
0.035,-0.01604166666666887,0.17
0.035,-0.01458333333333797,0.17
0.035,-0.01312500000000593,0.17
0.035,-0.01166666666667683,0.17
0.035,-0.01020833333334841,0.17
0.035,-0.008750000000019992,0.17
0.035,-0.007291666666691232,0.17
0.035,-0.005833333333362136,0.17
0.035,-0.004375000000033376,0.17
0.035,-0.002916666666704619,0.17
0.035,-0.001458333333375184,0.17
0.035,-4.676120601843081e-14,0.17
0.035,0.001458333333290242,0.17
0.035,0.002916666666627252,0.17
0.035,0.004374999999964255,0.17
0.035,0.005833333333301258,0.17
0.035,0.007291666666638268,0.17
0.035,0.00874999999997527,0.17
0.035,0.01020833333331228,0.17
0.035,0.01166666666664928,0.17
0.035,0.01312499999998629,0.17
0.035,0.01458333333332645,0.17
0.035,0.01604166666666346,0.17
0.03357142857142985,0.0175,0.17
0.03214285714286135,0.0175,0.17
0.03071428571429349,0.0175,0.17
0.02928571428572344,0.0175,0.17
0.02785714285715329,0.0175,0.17
0.02642857142858313,0.0175,0.17
0.0250000000000152,0.0175,0.17
0.02357142857144803,0.0175,0.17
0.02214285714288115,0.0175,0.17
0.02071428571431487,0.0175,0.17
0.01928571428574893,0.0175,0.17
0.01785714285718208,0.0175,0.17
0.01642857142861435,0.0175,0.17
0.01500000000004773,0.0175,0.17
0.01357142857148099,0.0175,0.17
0.01214285714291314,0.0175,0.17
0.01071428571434653,0.0175,0.17
0.0092857142857799,0.0175,0.17
0.007857142857211945,0.0175,0.17
0.006428571428645329,0.0175,0.17
0.005000000000078712,0.0175,0.17
0.003571428571510424,0.0175,0.17
0.002142857142943343,0.0175,0.17
0.0007142857143764211,0.0175,0.17
-0.0007142857141937478,0.0175,0.17
-0.002142857142768378,0.0175,0.17
-0.003571428571343432,0.0175,0.17
-0.004999999999919839,0.0175,0.17
-0.00642857142849456,0.0175,0.17
-0.007857142857069094,0.0175,0.17
-0.009285714285643648,0.0175,0.17
-0.0107142857142187,0.0175,0.17
-0.01214285714279376,0.0175,0.17
-0.01357142857136991,0.0175,0.17
-0.01499999999994445,0.0175,0.17
-0.01642857142851897,0.0175,0.17
-0.01785714285709396,0.0175,0.17
-0.01928571428566903,0.0175,0.17
-0.02071428571424407,0.0175,0.17
-0.02214285714281979,0.0175,0.17
-0.02357142857139432,0.0175,0.17
-0.02499999999996923,0.0175,0.17
-0.02642857142854429,0.0175,0.17
-0.02785714285712189,0.0175,0.17
-0.02928571428570041,0.0175,0.17
-0.03071428571427101,0.0175,0.17
-0.03214285714285095,0.0175,0.17
-0.03357142857142172,0.0175,0.17
-0.035,0.01604166666666887,0.17
-0.035,0.01458333333333797,0.17
-0.035,0.01312500000000593,0.17
-0.035,0.01166666666667683,0.17
-0.035,0.01020833333334841,0.17
-0.035,0.008750000000019992,0.17
-0.035,0.007291666666691232,0.17
-0.035,0.005833333333362136,0.17
-0.035,0.004375000000033376,0.17
-0.035,0.002916666666704619,0.17
-0.035,0.001458333333375184,0.17
-0.035,4.676120601843081e-14,0.17
-0.035,-0.001458333333290242,0.17
-0.035,-0.002916666666627252,0.17
-0.035,-0.004374999999964255,0.17
-0.035,-0.005833333333301258,0.17
-0.035,-0.007291666666638268,0.17
-0.035,-0.00874999999997527,0.17
-0.035,-0.01020833333331228,0.17
-0.035,-0.01166666666664928,0.17
-0.035,-0.01312499999998629,0.17
-0.035,-0.01458333333332645,0.17
-0.035,-0.01604166666666346,0.17
-0.03357142857142985,-0.0175,0.17
-0.03214285714286135,-0.0175,0.17
-0.03071428571429349,-0.0175,0.17
-0.02928571428572344,-0.0175,0.17
-0.02785714285715329,-0.0175,0.17
-0.02642857142858313,-0.0175,0.17
-0.0250000000000152,-0.0175,0.17
-0.02357142857144803,-0.0175,0.17
-0.02214285714288115,-0.0175,0.17
-0.02071428571431487,-0.0175,0.17
-0.01928571428574893,-0.0175,0.17
-0.01785714285718208,-0.0175,0.17
-0.01642857142861435,-0.0175,0.17
-0.01500000000004773,-0.0175,0.17
-0.01357142857148099,-0.0175,0.17
-0.01214285714291314,-0.0175,0.17
-0.01071428571434653,-0.0175,0.17
-0.0092857142857799,-0.0175,0.17
-0.007857142857211945,-0.0175,0.17
-0.006428571428645329,-0.0175,0.17
-0.005000000000078712,-0.0175,0.17
-0.003571428571510424,-0.0175,0.17
-0.002142857142943343,-0.0175,0.17
-0.0007142857143764211,-0.0175,0.17
0.0007142857141937478,-0.0175,0.17
0.002142857142768378,-0.0175,0.17
0.003571428571343432,-0.0175,0.17
0.004999999999919839,-0.0175,0.17
0.00642857142849456,-0.0175,0.17
0.007857142857069094,-0.0175,0.17
0.009285714285643648,-0.0175,0.17
0.0107142857142187,-0.0175,0.17
0.01214285714279376,-0.0175,0.17
0.01357142857136991,-0.0175,0.17
0.01499999999994445,-0.0175,0.17
0.01642857142851897,-0.0175,0.17
0.01785714285709396,-0.0175,0.17
0.01928571428566903,-0.0175,0.17
0.02071428571424407,-0.0175,0.17
0.02214285714281979,-0.0175,0.17
0.02357142857139432,-0.0175,0.17
0.02499999999996923,-0.0175,0.17
0.02642857142854429,-0.0175,0.17
0.02785714285712189,-0.0175,0.17
0.02928571428570041,-0.0175,0.17
0.03071428571427101,-0.0175,0.17
0.03214285714285095,-0.0175,0.17
0.03357142857142172,-0.0175,0.17
-0.035,0.0175,0.001416666666663979
-0.035,0.0175,0.002833333333328006
-0.035,0.0175,0.004249999999991999
-0.035,0.0175,0.005666666666655799
-0.035,0.0175,0.007083333333319465
-0.035,0.0175,0.008499999999983132
-0.035,0.0175,0.009916666666646956
-0.035,0.0175,0.01133333333331116
-0.035,0.0175,0.01274999999997555
-0.035,0.0175,0.01416666666663994
-0.035,0.0175,0.01558333333330458
-0.035,0.0175,0.0169999999999696
-0.035,0.0175,0.01841666666663471
-0.035,0.0175,0.01983333333329919
-0.035,0.0175,0.0212499999999629
-0.035,0.0175,0.0226666666666258
-0.035,0.0175,0.02408333333328801
-0.035,0.0175,0.02549999999995023
-0.035,0.0175,0.02691666666661263
-0.035,0.0175,0.02833333333327557
-0.035,0.0175,0.02974999999993824
-0.035,0.0175,0.03116666666660078
-0.035,0.0175,0.03258333333326336
-0.035,0.0175,0.03399999999992477
-0.035,0.0175,0.03541666666658554
-0.035,0.0175,0.03683333333324632
-0.035,0.0175,0.03824999999990818
-0.035,0.0175,0.03966666666657157
-0.035,0.0175,0.04108333333323524
-0.035,0.0175,0.0424999999998989
-0.035,0.0175,0.04391666666656257
-0.035,0.0175,0.04533333333322623
-0.035,0.0175,0.04674999999988964
-0.035,0.0175,0.04816666666655149
-0.035,0.0175,0.04958333333321228
-0.035,0.0175,0.05099999999987305
-0.035,0.0175,0.05241666666653446
-0.035,0.0175,0.0538333333331974
-0.035,0.0175,0.05524999999986106
-0.035,0.0175,0.05666666666652473
-0.035,0.0175,0.05808333333318839
-0.035,0.0175,0.05949999999985207
-0.035,0.0175,0.06091666666651456
-0.035,0.0175,0.06233333333317551
-0.035,0.0175,0.06374999999983764
-0.035,0.0175,0.0651666666665013
-0.035,0.0175,0.06658333333316498
-0.035,0.0175,0.06799999999982864
-0.035,0.0175,0.06941666666649231
-0.035,0.0175,0.07083333333315599
-0.035,0.0175,0.07224999999981964
-0.035,0.0175,0.07366666666648332
-0.035,0.0175,0.07508333333314697
-0.035,0.0175,0.07649999999981065
-0.035,0.0175,0.0779166666664743
