angle,rsp
0,-5.44893
1,-5.45102
2,-5.45727
3,-5.46768
4,-5.48231
5,-5.5012
6,-5.52442
7,-5.55207
8,-5.58425
9,-5.62109
10,-5.66275
11,-5.7094
12,-5.76126
13,-5.81856
14,-5.8816
15,-5.9507
16,-6.02624
17,-6.10866
18,-6.1985
19,-6.29637
20,-6.40299
21,-6.51924
22,-6.64616
23,-6.78503
24,-6.93739
25,-7.10519
26,-7.29084
27,-7.49742
28,-7.72887
29,-7.9903
30,-8.28825
31,-8.63077
32,-9.02607
33,-9.47537
34,-9.94482
35,-10.293
36,-10.2857
37,-9.93756
38,-9.48533
39,-9.05871
40,-8.68667
41,-8.36681
42,-8.0908
43,-7.85069
44,-7.64005
45,-7.45386
46,-7.28826
47,-7.14021
48,-7.00731
49,-6.88766
50,-6.77968
51,-6.68212
52,-6.59391
53,-6.51414
54,-6.44207
55,-6.37704
56,-6.31848
57,-6.26588
58,-6.21881
59,-6.17686
60,-6.13965
61,-6.10687
62,-6.07818
63,-6.05329
64,-6.03191
65,-6.01377
66,-5.99859
67,-5.98609
68,-5.97602
69,-5.96811
70,-5.96207
71,-5.95766
72,-5.95458
73,-5.95257
74,-5.95136
75,-5.95068
76,-5.95027
77,-5.94989
78,-5.94931
79,-5.94832
80,-5.94673
81,-5.94438
82,-5.94116
83,-5.93698
84,-5.93178
85,-5.92557
86,-5.91837
87,-5.91026
88,-5.90133
89,-5.89171
90,-5.88158
91,-5.87109
92,-5.86045
93,-5.84985
94,-5.83948
95,-5.82955
96,-5.82022
97,-5.81166
98,-5.80402
99,-5.79739
100,-5.79184
101,-5.78741
102,-5.78406
103,-5.78173
104,-5.78025
105,-5.77941
106,-5.7789
107,-5.77832
108,-5.77716
109,-5.77481
110,-5.77058
111,-5.76366
112,-5.75316
113,-5.73816
114,-5.71773
115,-5.69097
116,-5.6571
117,-5.61553
118,-5.56584
119,-5.50793
120,-5.44192
121,-5.36822
122,-5.28746
123,-5.20043
124,-5.10805
125,-5.01127
126,-4.91107
127,-4.80836
128,-4.70399
129,-4.59873
130,-4.49324
131,-4.38811
132,-4.2838
133,-4.18072
134,-4.0792
135,-3.9795
136,-3.88182
137,-3.78632
138,-3.69313
139,-3.60233
140,-3.51399
141,-3.42815
142,-3.34483
143,-3.26405
144,-3.18582
145,-3.11011
146,-3.03692
147,-2.96623
148,-2.89802
149,-2.83225
150,-2.76892
151,-2.70797
152,-2.6494
153,-2.59316
154,-2.53924
155,-2.48759
156,-2.4382
157,-2.39103
158,-2.34606
159,-2.30326
160,-2.26262
161,-2.2241
162,-2.18769
163,-2.15336
164,-2.1211
165,-2.09088
166,-2.06269
167,-2.03651
168,-2.01233
169,-1.99013
170,-1.96991
171,-1.95165
172,-1.93533
173,-1.92096
174,-1.90852
175,-1.898
176,-1.88941
177,-1.88273
178,-1.87796
179,-1.8751
