angle,rsp
0,-5.44893
1,-5.44862
2,-5.4477
3,-5.44618
4,-5.44405
5,-5.44131
6,-5.43798
7,-5.43407
8,-5.42959
9,-5.42454
10,-5.41894
11,-5.41282
12,-5.4062
13,-5.39909
14,-5.39153
15,-5.38355
16,-5.37519
17,-5.36647
18,-5.35746
19,-5.34818
20,-5.3387
21,-5.32907
22,-5.31934
23,-5.30957
24,-5.29983
25,-5.29018
26,-5.28069
27,-5.27143
28,-5.26247
29,-5.25388
30,-5.24575
31,-5.23814
32,-5.23113
33,-5.22481
34,-5.21924
35,-5.2145
36,-5.21068
37,-5.20785
38,-5.20609
39,-5.20548
40,-5.2061
41,-5.20802
42,-5.21132
43,-5.21608
44,-5.22237
45,-5.23028
46,-5.23989
47,-5.25127
48,-5.26449
49,-5.27965
50,-5.29681
51,-5.31606
52,-5.33748
53,-5.36114
54,-5.38713
55,-5.41551
56,-5.44637
57,-5.47978
58,-5.5158
59,-5.5545
60,-5.59593
61,-5.64012
62,-5.6871
63,-5.73687
64,-5.7894
65,-5.84463
66,-5.90242
67,-5.96261
68,-6.02492
69,-6.08898
70,-6.1543
71,-6.22022
72,-6.2859
73,-6.35031
74,-6.41218
75,-6.47003
76,-6.52218
77,-6.56683
78,-6.60219
79,-6.62657
80,-6.63862
81,-6.63747
82,-6.62284
83,-6.59509
84,-6.55517
85,-6.5045
86,-6.44481
87,-6.37793
88,-6.30567
89,-6.22974
90,-6.15161
91,-6.07256
92,-5.99363
93,-5.91566
94,-5.83932
95,-5.7651
96,-5.69337
97,-5.62441
98,-5.5584
99,-5.49546
100,-5.43563
101,-5.37894
102,-5.32536
103,-5.27485
104,-5.22731
105,-5.18264
106,-5.14072
107,-5.10139
108,-5.06448
109,-5.0298
110,-4.99713
111,-4.96622
112,-4.93681
113,-4.90859
114,-4.88126
115,-4.85445
116,-4.82779
117,-4.80089
118,-4.77333
119,-4.7447
120,-4.71457
121,-4.68252
122,-4.64816
123,-4.61115
124,-4.57116
125,-4.52795
126,-4.48134
127,-4.43123
128,-4.37761
129,-4.32055
130,-4.26018
131,-4.19672
132,-4.13045
133,-4.06168
134,-3.99076
135,-3.91806
136,-3.84396
137,-3.76884
138,-3.69305
139,-3.61694
140,-3.54082
141,-3.46499
142,-3.38972
143,-3.31525
144,-3.24179
145,-3.16952
146,-3.0986
147,-3.02919
148,-2.96139
149,-2.89532
150,-2.83105
151,-2.76866
152,-2.70822
153,-2.64976
154,-2.59334
155,-2.53898
156,-2.48672
157,-2.43656
158,-2.38853
159,-2.34264
160,-2.2989
161,-2.25731
162,-2.21788
163,-2.1806
164,-2.14547
165,-2.1125
166,-2.08168
167,-2.05301
168,-2.02649
169,-2.0021
170,-1.97985
171,-1.95974
172,-1.94175
173,-1.92589
174,-1.91215
175,-1.90053
176,-1.89103
177,-1.88364
178,-1.87836
179,-1.8752
