x,y,z
0.035,-0.0175,0.0
-0.035,-0.0175,0.0
-0.035,0.0175,0.0
0.035,0.0175,0.0
0.035,-0.0175,0.14
-0.035,-0.0175,0.14
-0.035,0.0175,0.14
0.035,0.0175,0.14
0.03274193548387316,-0.0175,0.0
0.03048387096775002,-0.0175,0.0
0.028225806451623,-0.0175,0.0
0.02596774193549633,-0.0175,0.0
0.02370967741937366,-0.0175,0.0
0.021451612903253,-0.0175,0.0
0.01919354838713173,-0.0175,0.0
0.01693548387100895,-0.0175,0.0
0.01467741935488752,-0.0175,0.0
0.01241935483876475,-0.0175,0.0
0.01016129032264332,-0.0175,0.0
0.007903225806520545,-0.0175,0.0
0.005645161290399117,-0.0175,0.0
0.003387096774275795,-0.0175,0.0
0.001129032258152883,-0.0175,0.0
-0.001129032257974137,-0.0175,0.0
-0.003387096774108124,-0.0175,0.0
-0.005645161290243443,-0.0175,0.0
-0.007903225806378034,-0.0175,0.0
-0.01016129032251275,-0.0175,0.0
-0.01241935483864673,-0.0175,0.0
-0.01467741935478206,-0.0175,0.0
-0.01693548387091735,-0.0175,0.0
-0.01919354838705137,-0.0175,0.0
-0.02145161290318565,-0.0175,0.0
-0.02370967741932115,-0.0175,0.0
-0.025967741935456,-0.0175,0.0
-0.02822580645159518,-0.0175,0.0
-0.03048387096772699,-0.0175,0.0
-0.03274193548386485,-0.0175,0.0
-0.035,-0.01516666666667078,0.0
-0.035,-0.01283333333333991,0.0
-0.035,-0.01050000000001423,0.0
-0.035,-0.008166666666688284,0.0
-0.035,-0.005833333333362136,0.0
-0.035,-0.003500000000035986,0.0
-0.035,-0.0011666666667095,0.0
-0.035,0.001166666666622618,0.0
-0.035,0.00349999999996219,0.0
-0.035,0.005833333333301258,0.0
-0.035,0.008166666666640336,0.0
-0.035,0.01049999999997941,0.0
-0.035,0.01283333333331911,0.0
-0.035,0.01516666666665927,0.0
-0.03274193548387316,0.0175,0.0
-0.03048387096775002,0.0175,0.0
-0.028225806451623,0.0175,0.0
-0.02596774193549633,0.0175,0.0
-0.02370967741937366,0.0175,0.0
-0.021451612903253,0.0175,0.0
-0.01919354838713173,0.0175,0.0
-0.01693548387100895,0.0175,0.0
-0.01467741935488752,0.0175,0.0
-0.01241935483876475,0.0175,0.0
-0.01016129032264332,0.0175,0.0
-0.007903225806520545,0.0175,0.0
-0.005645161290399117,0.0175,0.0
-0.003387096774275795,0.0175,0.0
-0.001129032258152883,0.0175,0.0
0.001129032257974137,0.0175,0.0
0.003387096774108124,0.0175,0.0
0.005645161290243443,0.0175,0.0
0.007903225806378034,0.0175,0.0
0.01016129032251275,0.0175,0.0
0.01241935483864673,0.0175,0.0
0.01467741935478206,0.0175,0.0
0.01693548387091735,0.0175,0.0
0.01919354838705137,0.0175,0.0
0.02145161290318565,0.0175,0.0
0.02370967741932115,0.0175,0.0
0.025967741935456,0.0175,0.0
0.02822580645159518,0.0175,0.0
0.03048387096772699,0.0175,0.0
0.03274193548386485,0.0175,0.0
0.035,0.01516666666667078,0.0
0.035,0.01283333333333991,0.0
0.035,0.01050000000001423,0.0
0.035,0.008166666666688284,0.0
0.035,0.005833333333362136,0.0
0.035,0.003500000000035986,0.0
0.035,0.0011666666667095,0.0
0.035,-0.001166666666622618,0.0
0.035,-0.00349999999996219,0.0
0.035,-0.005833333333301258,0.0
0.035,-0.008166666666640336,0.0
0.035,-0.01049999999997941,0.0
0.035,-0.01283333333331911,0.0
0.035,-0.01516666666665927,0.0
0.035,-0.01516666666667078,0.14
0.035,-0.01283333333333991,0.14
0.035,-0.01050000000001423,0.14
0.035,-0.008166666666688284,0.14
0.035,-0.005833333333362136,0.14
0.035,-0.003500000000035986,0.14
0.035,-0.0011666666667095,0.14
0.035,0.001166666666622618,0.14
0.035,0.00349999999996219,0.14
0.035,0.005833333333301258,0.14
0.035,0.008166666666640336,0.14
0.035,0.01049999999997941,0.14
0.035,0.01283333333331911,0.14
0.035,0.01516666666665927,0.14
0.03274193548387316,0.0175,0.14
0.03048387096775002,0.0175,0.14
0.028225806451623,0.0175,0.14
0.02596774193549633,0.0175,0.14
0.02370967741937366,0.0175,0.14
0.021451612903253,0.0175,0.14
0.01919354838713173,0.0175,0.14
0.01693548387100895,0.0175,0.14
0.01467741935488752,0.0175,0.14
0.01241935483876475,0.0175,0.14
0.01016129032264332,0.0175,0.14
0.007903225806520545,0.0175,0.14
0.005645161290399117,0.0175,0.14
0.003387096774275795,0.0175,0.14
0.001129032258152883,0.0175,0.14
-0.001129032257974137,0.0175,0.14
-0.003387096774108124,0.0175,0.14
-0.005645161290243443,0.0175,0.14
-0.007903225806378034,0.0175,0.14
-0.01016129032251275,0.0175,0.14
-0.01241935483864673,0.0175,0.14
-0.01467741935478206,0.0175,0.14
-0.01693548387091735,0.0175,0.14
-0.01919354838705137,0.0175,0.14
-0.02145161290318565,0.0175,0.14
-0.02370967741932115,0.0175,0.14
-0.025967741935456,0.0175,0.14
-0.02822580645159518,0.0175,0.14
-0.03048387096772699,0.0175,0.14
-0.03274193548386485,0.0175,0.14
-0.035,0.01516666666667078,0.14
-0.035,0.01283333333333991,0.14
-0.035,0.01050000000001423,0.14
-0.035,0.008166666666688284,0.14
-0.035,0.005833333333362136,0.14
-0.035,0.003500000000035986,0.14
-0.035,0.0011666666667095,0.14
-0.035,-0.001166666666622618,0.14
-0.035,-0.00349999999996219,0.14
-0.035,-0.005833333333301258,0.14
-0.035,-0.008166666666640336,0.14
-0.035,-0.01049999999997941,0.14
-0.035,-0.01283333333331911,0.14
-0.035,-0.01516666666665927,0.14
-0.03274193548387316,-0.0175,0.14
-0.03048387096775002,-0.0175,0.14
-0.028225806451623,-0.0175,0.14
-0.02596774193549633,-0.0175,0.14
-0.02370967741937366,-0.0175,0.14
-0.021451612903253,-0.0175,0.14
-0.01919354838713173,-0.0175,0.14
-0.01693548387100895,-0.0175,0.14
-0.01467741935488752,-0.0175,0.14
-0.01241935483876475,-0.0175,0.14
-0.01016129032264332,-0.0175,0.14
-0.007903225806520545,-0.0175,0.14
-0.005645161290399117,-0.0175,0.14
-0.003387096774275795,-0.0175,0.14
-0.001129032258152883,-0.0175,0.14
0.001129032257974137,-0.0175,0.14
0.003387096774108124,-0.0175,0.14
0.005645161290243443,-0.0175,0.14
0.007903225806378034,-0.0175,0.14
0.01016129032251275,-0.0175,0.14
0.01241935483864673,-0.0175,0.14
0.01467741935478206,-0.0175,0.14
0.01693548387091735,-0.0175,0.14
0.01919354838705137,-0.0175,0.14
0.02145161290318565,-0.0175,0.14
0.02370967741932115,-0.0175,0.14
0.025967741935456,-0.0175,0.14
0.02822580645159518,-0.0175,0.14
0.03048387096772699,-0.0175,0.14
0.03274193548386485,-0.0175,0.14
-0.035,0.0175,0.002222222222218163
-0.035,0.0175,0.004444444444436165
-0.035,0.0175,0.006666666666653669
-0.035,0.0175,0.008888888888871599
-0.035,0.0175,0.01111111111109087
-0.035,0.0175,0.01333333333331044
-0.035,0.0175,0.01555555555553008
-0.035,0.0175,0.01777777777774915
-0.035,0.0175,0.01999999999996527
-0.035,0.0175,0.02222222222218051
-0.035,0.0175,0.02444444444439617
-0.035,0.0175,0.02666666666661136
-0.035,0.0175,0.02888888888882707
-0.035,0.0175,0.03111111111104222
-0.035,0.0175,0.03333333333325697
-0.035,0.0175,0.03555555555547376
-0.035,0.0175,0.03777777777768918
-0.035,0.0175,0.03999999999990393
-0.035,0.0175,0.04222222222211868
-0.035,0.0175,0.04444444444433564
-0.035,0.0175,0.04666666666655089
-0.035,0.0175,0.04888888888876564
-0.035,0.0175,0.05111111111098039
-0.035,0.0175,0.05333333333319752
-0.035,0.0175,0.0555555555554126
-0.035,0.0175,0.05777777777762735
-0.035,0.0175,0.05999999999984211
-0.035,0.0175,0.0622222222220594
-0.035,0.0175,0.06444444444427566
-0.035,0.0175,0.066666666666493
-0.035,0.0175,0.0688888888887052
-0.035,0.0175,0.07111111111092547
-0.035,0.0175,0.07333333333315388
-0.035,0.0175,0.07555555555538238
-0.035,0.0175,0.07777777777760843
-0.035,0.0175,0.07999999999983932
-0.035,0.0175,0.08222222222206556
-0.035,0.0175,0.08444444444429355
-0.035,0.0175,0.08666666666652204
-0.035,0.0175,0.08888888888874852
-0.035,0.0175,0.09111111111097626
-0.035,0.0175,0.09333333333320473
-0.035,0.0175,0.0955555555554315
-0.035,0.0175,0.0977777777776617
-0.035,0.0175,0.09999999999988861
-0.035,0.0175,0.1022222222221159
-0.035,0.0175,0.1044444444443444
-0.035,0.0175,0.1066666666665716
-0.035,0.0175,0.1088888888887986
-0.035,0.0175,0.1111111111110271
-0.035,0.0175,0.1133333333332546
-0.035,0.0175,0.1155555555554841
-0.035,0.0175,0.1177777777777117
-0.035,0.0175,0.1199999999999383
-0.035,0.0175,0.1222222222221668
-0.035,0.0175,0.1244444444443946
-0.035,0.0175,0.126666666666633
-0.035,0.0175,0.1288888888888608
-0.035,0.0175,0.131111111111081
-0.035,0.0175,0.1333333333333165
-0.035,0.0175,0.1355555555555432
-0.035,0.0175,0.1377777777777635
-0.035,-0.0175,0.002222222222218163
-0.035,-0.0175,0.004444444444436165
-0.035,-0.0175,0.006666666666653669
-0.035,-0.0175,0.008888888888871599
-0.035,-0.0175,0.01111111111109087
-0.035,-0.0175,0.01333333333331044
-0.035,-0.0175,0.01555555555553008
-0.035,-0.0175,0.01777777777774915
-0.035,-0.0175,0.01999999999996527
-0.035,-0.0175,0.02222222222218051
-0.035,-0.0175,0.02444444444439617
-0.035,-0.0175,0.02666666666661136
-0.035,-0.0175,0.02888888888882707
-0.035,-0.0175,0.03111111111104222
-0.035,-0.0175,0.03333333333325697
-0.035,-0.0175,0.03555555555547376
-0.035,-0.0175,0.03777777777768918
-0.035,-0.0175,0.03999999999990393
-0.035,-0.0175,0.04222222222211868
-0.035,-0.0175,0.04444444444433564
-0.035,-0.0175,0.04666666666655089
-0.035,-0.0175,0.04888888888876564
-0.035,-0.0175,0.05111111111098039
-0.035,-0.0175,0.05333333333319752
-0.035,-0.0175,0.0555555555554126
-0.035,-0.0175,0.05777777777762735
-0.035,-0.0175,0.05999999999984211
-0.035,-0.0175,0.0622222222220594
-0.035,-0.0175,0.06444444444427566
-0.035,-0.0175,0.066666666666493
-0.035,-0.0175,0.0688888888887052
-0.035,-0.0175,0.07111111111092547
-0.035,-0.0175,0.07333333333315388
-0.035,-0.0175,0.07555555555538238
-0.035,-0.0175,0.07777777777760843
-0.035,-0.0175,0.07999999999983932
-0.035,-0.0175,0.08222222222206556
-0.035,-0.0175,0.08444444444429355
-0.035,-0.0175,0.08666666666652204
-0.035,-0.0175,0.08888888888874852
-0.035,-0.0175,0.09111111111097626
-0.035,-0.0175,0.09333333333320473
-0.035,-0.0175,0.0955555555554315
-0.035,-0.0175,0.0977777777776617
-0.035,-0.0175,0.09999999999988861
-0.035,-0.0175,0.1022222222221159
-0.035,-0.0175,0.1044444444443444
-0.035,-0.0175,0.1066666666665716
-0.035,-0.0175,0.1088888888887986
-0.035,-0.0175,0.1111111111110271
-0.035,-0.0175,0.1133333333332546
-0.035,-0.0175,0.1155555555554841
-0.035,-0.0175,0.1177777777777117
-0.035,-0.0175,0.1199999999999383
-0.035,-0.0175,0.1222222222221668
-0.035,-0.0175,0.1244444444443946
-0.035,-0.0175,0.126666666666633
-0.035,-0.0175,0.1288888888888608
-0.035,-0.0175,0.131111111111081
-0.035,-0.0175,0.1333333333333165
-0.035,-0.0175,0.1355555555555432
-0.035,-0.0175,0.1377777777777635
0.035,-0.0175,0.002222222222218163
0.035,-0.0175,0.004444444444436165
0.035,-0.0175,0.006666666666653669
0.035,-0.0175,0.008888888888871599
0.035,-0.0175,0.01111111111109087
0.035,-0.0175,0.01333333333331044
0.035,-0.0175,0.01555555555553008
0.035,-0.0175,0.01777777777774915
0.035,-0.0175,0.01999999999996527
0.035,-0.0175,0.02222222222218051
0.035,-0.0175,0.02444444444439617
0.035,-0.0175,0.02666666666661136
0.035,-0.0175,0.02888888888882707
0.035,-0.0175,0.03111111111104222
0.035,-0.0175,0.03333333333325697
0.035,-0.0175,0.03555555555547376
0.035,-0.0175,0.03777777777768918
0.035,-0.0175,0.03999999999990393
0.035,-0.0175,0.04222222222211868
0.035,-0.0175,0.04444444444433564
0.035,-0.0175,0.04666666666655089
0.035,-0.0175,0.04888888888876564
0.035,-0.0175,0.05111111111098039
0.035,-0.0175,0.05333333333319752
0.035,-0.0175,0.0555555555554126
0.035,-0.0175,0.05777777777762735
0.035,-0.0175,0.05999999999984211
0.035,-0.0175,0.0622222222220594
0.035,-0.0175,0.06444444444427566
0.035,-0.0175,0.066666666666493
0.035,-0.0175,0.0688888888887052
0.035,-0.0175,0.07111111111092547
0.035,-0.0175,0.07333333333315388
0.035,-0.0175,0.07555555555538238
0.035,-0.0175,0.07777777777760843
0.035,-0.0175,0.07999999999983932
