angle,rsp
0,-6.80886
0.5,-6.81055
1,-6.81567
1.5,-6.82416
2,-6.83592
2.5,-6.85079
3,-6.8686
3.5,-6.88913
4,-6.91212
4.5,-6.9373
5,-6.96435
5.5,-6.99296
6,-7.0228
6.5,-7.05356
7,-7.08493
7.5,-7.11667
8,-7.14855
8.5,-7.18042
9,-7.21221
9.5,-7.24393
10,-7.27567
10.5,-7.30763
11,-7.34009
11.5,-7.3734
12,-7.40799
12.5,-7.44438
13,-7.48309
13.5,-7.52472
14,-7.56988
14.5,-7.61921
15,-7.67337
15.5,-7.73301
16,-7.79882
16.5,-7.87149
17,-7.95173
17.5,-8.04027
18,-8.13786
18.5,-8.2453
19,-8.36341
19.5,-8.49303
20,-8.63504
20.5,-8.79026
21,-8.95945
21.5,-9.14307
22,-9.34106
22.5,-9.55229
23,-9.7737
23.5,-9.99888
24,-10.2163
24.5,-10.4079
25,-10.551
25.5,-10.6254
26,-10.6241
26.5,-10.5579
27,-10.4486
27.5,-10.3182
28,-10.1834
28.5,-10.0542
29,-9.93611
29.5,-9.83168
30,-9.74159
30.5,-9.6656
31,-9.60295
31.5,-9.55262
32,-9.51343
32.5,-9.48415
33,-9.46348
33.5,-9.4501
34,-9.44268
34.5,-9.43991
35,-9.44053
35.5,-9.44338
36,-9.44742
36.5,-9.45183
37,-9.45604
37.5,-9.45977
38,-9.46302
38.5,-9.46614
39,-9.46974
39.5,-9.47467
40,-9.48198
40.5,-9.49283
41,-9.5085
41.5,-9.53031
42,-9.55961
42.5,-9.59776
43,-9.64615
43.5,-9.70622
44,-9.77943
44.5,-9.86735
45,-9.97164
45.5,-10.094
46,-10.2363
46.5,-10.4001
47,-10.5866
47.5,-10.7952
48,-11.0222
48.5,-11.2559
49,-11.4714
49.5,-11.6262
50,-11.6724
50.5,-11.5904
51,-11.4074
51.5,-11.1724
52,-10.9253
52.5,-10.6885
53,-10.472
53.5,-10.2791
54,-10.1103
54.5,-9.96444
55,-9.84035
55.5,-9.73664
56,-9.65208
56.5,-9.58561
57,-9.53633
57.5,-9.50353
58,-9.48662
58.5,-9.48512
59,-9.49866
59.5,-9.52687
60,-9.5694
60.5,-9.62583
61,-9.69556
61.5,-9.77769
62,-9.87085
62.5,-9.97293
63,-10.0808
63.5,-10.1898
64,-10.2941
64.5,-10.386
65,-10.4575
65.5,-10.5014
66,-10.5138
66.5,-10.4948
67,-10.4492
67.5,-10.3843
68,-10.3085
68.5,-10.2291
69,-10.1524
69.5,-10.0828
70,-10.0236
70.5,-9.97682
71,-9.94398
71.5,-9.92595
72,-9.92324
72.5,-9.93604
73,-9.96425
73.5,-10.0073
74,-10.0641
74.5,-10.1327
75,-10.2095
75.5,-10.2893
76,-10.3645
76.5,-10.4247
77,-10.4584
77.5,-10.455
78,-10.4088
78.5,-10.3211
79,-10.1995
79.5,-10.0554
80,-9.89973
80.5,-9.74173
81,-9.58798
81.5,-9.4428
82,-9.30887
82.5,-9.18772
83,-9.08015
83.5,-8.98653
84,-8.90697
84.5,-8.84147
85,-8.78998
85.5,-8.75244
86,-8.72885
86.5,-8.71922
87,-8.72362
87.5,-8.7422
88,-8.77513
88.5,-8.82261
89,-8.88484
89.5,-8.96192
90,-9.05377
90.5,-9.15988
91,-9.27904
91.5,-9.40874
92,-9.54447
92.5,-9.67874
93,-9.80024
93.5,-9.89416
94,-9.94484
94.5,-9.9412
95,-9.8819
95.5,-9.77608
96,-9.6388
96.5,-9.48536
97,-9.32789
97.5,-9.17466
98,-9.03069
98.5,-8.89878
99,-8.78027
99.5,-8.67566
100,-8.58496
100.5,-8.50792
101,-8.44413
101.5,-8.39311
102,-8.35437
102.5,-8.32737
103,-8.31153
103.5,-8.30624
104,-8.31079
104.5,-8.32439
105,-8.34605
105.5,-8.37459
106,-8.40856
106.5,-8.44618
107,-8.48534
107.5,-8.52357
108,-8.55815
108.5,-8.58625
109,-8.60521
109.5,-8.61282
110,-8.60768
110.5,-8.58941
111,-8.55872
111.5,-8.51725
112,-8.46733
112.5,-8.41159
113,-8.35271
113.5,-8.29315
114,-8.23507
114.5,-8.18021
115,-8.12997
115.5,-8.08538
116,-8.04716
116.5,-8.01578
117,-7.99145
117.5,-7.97419
118,-7.96378
118.5,-7.95983
119,-7.9617
119.5,-7.96851
120,-7.9791
120.5,-7.99204
121,-8.00559
121.5,-8.01774
122,-8.02629
122.5,-8.02896
