angle,rsp
0,-6.84284
1,-6.84939
2,-6.86881
3,-6.90047
4,-6.94331
5,-6.99599
6,-7.05698
7,-7.12477
8,-7.19814
9,-7.27643
10,-7.35979
11,-7.44941
12,-7.54751
13,-7.65737
14,-7.78323
15,-7.93016
16,-8.10416
17,-8.31232
18,-8.56337
19,-8.86864
20,-9.24376
21,-9.71163
22,-10.3063
23,-11.0676
24,-11.9139
25,-12.1116
26,-11.4871
27,-10.8734
28,-10.4299
29,-10.1207
30,-9.90781
31,-9.76387
32,-9.66821
33,-9.60381
34,-9.55622
35,-9.51401
36,-9.47017
37,-9.42321
38,-9.37691
39,-9.33883
40,-9.31834
41,-9.32511
42,-9.36869
43,-9.4588
44,-9.60637
45,-9.82528
46,-10.1352
47,-10.5656
48,-11.1586
49,-11.9222
50,-12.4177
51,-11.8905
52,-11.1308
53,-10.5471
54,-10.128
55,-9.83351
56,-9.63673
57,-9.52105
58,-9.47614
59,-9.49509
60,-9.57209
61,-9.69954
62,-9.86358
63,-10.0373
64,-10.1757
65,-10.2276
66,-10.1707
67,-10.0334
68,-9.86832
69,-9.71824
70,-9.60813
71,-9.55039
72,-9.55098
73,-9.61252
74,-9.73423
75,-9.90778
76,-10.106
77,-10.2649
78,-10.2887
79,-10.1286
80,-9.84406
81,-9.5286
82,-9.24007
83,-9.00165
84,-8.81988
85,-8.69533
86,-8.62715
87,-8.61467
88,-8.65787
89,-8.75714
90,-8.91203
91,-9.11789
92,-9.35761
93,-9.58589
94,-9.71847
95,-9.67641
96,-9.47377
97,-9.1992
98,-8.92722
99,-8.69332
100,-8.50919
101,-8.3765
102,-8.29328
103,-8.25628
104,-8.26128
105,-8.30256
106,-8.3715
107,-8.45484
108,-8.53335
109,-8.58355
110,-8.58495
111,-8.53044
112,-8.43052
113,-8.30656
114,-8.18047
115,-8.06868
116,-7.9814
117,-7.92385
118,-7.89761
119,-7.90118
120,-7.92976
121,-7.97424
122,-8.02003
123,-8.04732
124,-8.03517
125,-7.96998
126,-7.85305
127,-7.69955
128,-7.53025
129,-7.36365
130,-7.21294
131,-7.08636
132,-6.98869
133,-6.92255
134,-6.88932
135,-6.88949
136,-6.9226
137,-6.9866
138,-7.0764
139,-7.18124
140,-7.28122
141,-7.3456
142,-7.33975
143,-7.24399
144,-7.06849
145,-6.84507
146,-6.60694
147,-6.37749
148,-6.17003
149,-5.99122
150,-5.84418
151,-5.73041
152,-5.65092
153,-5.60681
154,-5.59963
155,-5.63161
156,-5.7057
157,-5.82539
158,-5.99351
159,-6.20842
160,-6.45278
161,-6.6679
162,-6.73327
163,-6.54957
164,-6.17404
165,-5.73635
166,-5.31397
167,-4.933
168,-4.59749
169,-4.30454
170,-4.04979
171,-3.82908
172,-3.63891
173,-3.47642
174,-3.33937
175,-3.22598
176,-3.13487
177,-3.06499
178,-3.01558
179,-2.98612
