angle,rsp
84.5,-9.24929
84.75,-9.25248
85,-9.25582
85.25,-9.2593
85.5,-9.26291
85.75,-9.26663
86,-9.27046
86.25,-9.27439
86.5,-9.27842
86.75,-9.28253
87,-9.28671
87.25,-9.29096
87.5,-9.29527
87.75,-9.29963
88,-9.30403
88.25,-9.30846
88.5,-9.31292
88.75,-9.31739
89,-9.32187
89.25,-9.32635
89.5,-9.33082
89.75,-9.33528
90,-9.33972
90.25,-9.34412
90.5,-9.34849
90.75,-9.35282
91,-9.35709
91.25,-9.36131
91.5,-9.36546
91.75,-9.36955
92,-9.37356
92.25,-9.37749
92.5,-9.38133
92.75,-9.38509
93,-9.38875
93.25,-9.39231
93.5,-9.39576
93.75,-9.39911
94,-9.40236
94.25,-9.40548
94.5,-9.4085
94.75,-9.41139
95,-9.41416
95.25,-9.41682
95.5,-9.41935
95.75,-9.42175
96,-9.42403
96.25,-9.42619
96.5,-9.42822
96.75,-9.43012
97,-9.4319
97.25,-9.43355
97.5,-9.43508
97.75,-9.43649
98,-9.43778
98.25,-9.43895
98.5,-9.44
98.75,-9.44093
99,-9.44175
99.25,-9.44246
99.5,-9.44306
99.75,-9.44355
100,-9.44394
100.25,-9.44423
100.5,-9.44441
100.75,-9.4445
101,-9.4445
101.25,-9.44441
101.5,-9.44422
101.75,-9.44396
102,-9.4436
102.25,-9.44317
102.5,-9.44266
102.75,-9.44207
103,-9.44141
103.25,-9.44068
103.5,-9.43988
103.75,-9.43902
104,-9.43808
104.25,-9.43709
104.5,-9.43603
104.75,-9.4349
105,-9.43372
105.25,-9.43248
105.5,-9.43118
105.75,-9.42982
106,-9.42841
106.25,-9.42694
106.5,-9.42541
106.75,-9.42382
107,-9.42217
107.25,-9.42046
107.5,-9.4187
107.75,-9.41687
108,-9.41498
108.25,-9.41303
108.5,-9.41101
108.75,-9.40893
109,-9.40678
109.25,-9.40456
109.5,-9.40227
109.75,-9.3999
110,-9.39745
110.25,-9.39493
110.5,-9.39232
110.75,-9.38964
111,-9.38686
111.25,-9.384
111.5,-9.38104
111.75,-9.378
112,-9.37485
112.25,-9.37161
112.5,-9.36827
112.75,-9.36482
113,-9.36127
113.25,-9.35762
113.5,-9.35385
113.75,-9.34997
114,-9.34598
114.25,-9.34188
114.5,-9.33767
114.75,-9.33334
115,-9.32889
115.25,-9.32433
115.5,-9.31965
115.75,-9.31485
116,-9.30994
116.25,-9.30492
116.5,-9.29978
116.75,-9.29453
117,-9.28917
117.25,-9.2837
117.5,-9.27812
117.75,-9.27245
118,-9.26667
118.25,-9.2608
118.5,-9.25483
118.75,-9.24878
119,-9.24264
119.25,-9.23643
119.5,-9.23014
119.75,-9.22378
120,-9.21736
120.25,-9.21089
120.5,-9.20436
120.75,-9.19779
121,-9.19119
121.25,-9.18456
121.5,-9.1779
121.75,-9.17124
122,-9.16457
122.25,-9.1579
122.5,-9.15124
122.75,-9.1446
123,-9.13799
123.25,-9.13142
123.5,-9.12489
123.75,-9.11842
124,-9.11201
124.25,-9.10568
124.5,-9.09943
124.75,-9.09327
125,-9.08722
125.25,-9.08128
125.5,-9.07546
125.75,-9.06977
126,-9.06423
126.25,-9.05884
126.5,-9.0536
126.75,-9.04854
127,-9.04366
127.25,-9.03897
127.5,-9.03449
127.75,-9.03021
128,-9.02615
128.25,-9.02233
128.5,-9.01874
128.75,-9.0154
129,-9.01233
129.25,-9.00952
129.5,-9.00699
129.75,-9.00476
130,-9.00282
130.25,-9.00119
130.5,-8.99987
130.75,-8.99889
131,-8.99824
131.25,-8.99794
131.5,-8.998
131.75,-8.99843
132,-8.99923
132.25,-9.00042
132.5,-9.002
132.75,-9.00399
133,-9.0064
133.25,-9.00923
133.5,-9.0125
133.75,-9.01622
134,-9.02039
134.25,-9.02503
134.5,-9.03015
134.75,-9.03575
135,-9.04185
135.25,-9.04847
135.5,-9.0556
135.75,-9.06326
136,-9.07147
136.25,-9.08022
136.5,-9.08955
136.75,-9.09945
137,-9.10993
137.25,-9.12102
137.5,-9.13272
137.75,-9.14505
138,-9.15801
138.25,-9.17162
138.5,-9.18589
138.75,-9.20084
139,-9.21648
139.25,-9.23282
139.5,-9.24988
139.75,-9.26766
140,-9.28619
140.25,-9.30547
140.5,-9.32553
140.75,-9.34637
141,-9.368
141.25,-9.39045
141.5,-9.41372
141.75,-9.43782
142,-9.46277
142.25,-9.48859
142.5,-9.51527
142.75,-9.54283
143,-9.57127
143.25,-9.60061
143.5,-9.63084
143.75,-9.66197
144,-9.69399
144.25,-9.7269
144.5,-9.7607
144.75,-9.79535
145,-9.83085
145.25,-9.86716
145.5,-9.90425
145.75,-9.94207
146,-9.98057
146.25,-10.0197
146.5,-10.0593
146.75,-10.0993
147,-10.1396
147.25,-10.1801
147.5,-10.2205
147.75,-10.2607
148,-10.3005
148.25,-10.3396
148.5,-10.3777
148.75,-10.4145
149,-10.4497
149.25,-10.4828
149.5,-10.5135
149.75,-10.5414
150,-10.566
150.25,-10.5869
150.5,-10.6037
