angle,rsp
84,-3.86015
84.25,-3.86389
84.5,-3.86784
84.75,-3.872
85,-3.87637
85.25,-3.88096
85.5,-3.88575
85.75,-3.89076
86,-3.89599
86.25,-3.90143
86.5,-3.90708
86.75,-3.91295
87,-3.91903
87.25,-3.92534
87.5,-3.93186
87.75,-3.9386
88,-3.94555
88.25,-3.95273
88.5,-3.96013
88.75,-3.96774
89,-3.97558
89.25,-3.98364
89.5,-3.99192
89.75,-4.00042
90,-4.00914
90.25,-4.01808
90.5,-4.02724
90.75,-4.03662
91,-4.04623
91.25,-4.05605
91.5,-4.06609
91.75,-4.07635
92,-4.08682
92.25,-4.09751
92.5,-4.10842
92.75,-4.11954
93,-4.13086
93.25,-4.1424
93.5,-4.15414
93.75,-4.16608
94,-4.17822
94.25,-4.19055
94.5,-4.20308
94.75,-4.21579
95,-4.22869
95.25,-4.24176
95.5,-4.255
95.75,-4.2684
96,-4.28196
96.25,-4.29567
96.5,-4.30951
96.75,-4.32349
97,-4.33758
97.25,-4.35178
97.5,-4.36608
97.75,-4.38046
98,-4.39491
98.25,-4.40941
98.5,-4.42394
98.75,-4.4385
99,-4.45305
99.25,-4.46759
99.5,-4.48208
99.75,-4.49651
100,-4.51084
100.25,-4.52506
100.5,-4.53914
100.75,-4.55304
101,-4.56674
101.25,-4.5802
101.5,-4.59339
101.75,-4.60627
102,-4.61881
102.25,-4.63097
102.5,-4.6427
102.75,-4.65397
103,-4.66473
103.25,-4.67495
103.5,-4.68456
103.75,-4.69354
104,-4.70183
104.25,-4.70939
104.5,-4.71617
104.75,-4.72213
105,-4.72723
105.25,-4.73141
105.5,-4.73465
105.75,-4.7369
106,-4.73812
106.25,-4.73827
106.5,-4.73734
106.75,-4.73528
107,-4.73208
107.25,-4.72771
107.5,-4.72216
107.75,-4.71542
108,-4.70747
108.25,-4.69832
108.5,-4.68797
108.75,-4.67642
109,-4.66369
109.25,-4.64979
109.5,-4.63474
109.75,-4.61856
110,-4.60129
110.25,-4.58295
110.5,-4.56358
110.75,-4.54321
111,-4.52189
111.25,-4.49964
111.5,-4.47653
111.75,-4.45258
112,-4.42785
112.25,-4.40238
112.5,-4.37622
112.75,-4.3494
113,-4.32198
113.25,-4.294
113.5,-4.26551
113.75,-4.23654
114,-4.20713
114.25,-4.17733
114.5,-4.14718
114.75,-4.11671
115,-4.08596
115.25,-4.05495
115.5,-4.02374
115.75,-3.99233
116,-3.96078
116.25,-3.92909
116.5,-3.8973
116.75,-3.86543
117,-3.83351
117.25,-3.80156
117.5,-3.76959
117.75,-3.73763
118,-3.70569
118.25,-3.67378
118.5,-3.64194
118.75,-3.61016
119,-3.57846
119.25,-3.54686
119.5,-3.51536
119.75,-3.48398
120,-3.45272
120.25,-3.42159
120.5,-3.3906
120.75,-3.35976
121,-3.32907
121.25,-3.29854
121.5,-3.26818
121.75,-3.23798
122,-3.20796
122.25,-3.17812
122.5,-3.14845
122.75,-3.11897
123,-3.08968
123.25,-3.06058
123.5,-3.03166
123.75,-3.00294
124,-2.97441
124.25,-2.94608
124.5,-2.91794
124.75,-2.89
125,-2.86226
125.25,-2.83471
125.5,-2.80737
125.75,-2.78022
126,-2.75326
126.25,-2.72651
126.5,-2.69995
126.75,-2.67359
127,-2.64743
127.25,-2.62146
127.5,-2.59569
127.75,-2.57011
128,-2.54472
128.25,-2.51953
128.5,-2.49453
128.75,-2.46972
129,-2.4451
129.25,-2.42067
129.5,-2.39642
129.75,-2.37236
130,-2.34849
130.25,-2.3248
130.5,-2.3013
130.75,-2.27798
131,-2.25483
131.25,-2.23187
131.5,-2.20909
131.75,-2.18648
132,-2.16405
132.25,-2.1418
132.5,-2.11971
132.75,-2.0978
133,-2.07607
133.25,-2.0545
133.5,-2.0331
133.75,-2.01186
134,-1.9908
134.25,-1.9699
134.5,-1.94916
134.75,-1.92859
135,-1.90818
135.25,-1.88792
135.5,-1.86783
135.75,-1.8479
136,-1.82812
136.25,-1.8085
136.5,-1.78904
136.75,-1.76973
137,-1.75057
137.25,-1.73156
137.5,-1.71271
137.75,-1.694
138,-1.67544
138.25,-1.65704
138.5,-1.63877
138.75,-1.62066
139,-1.60269
139.25,-1.58486
139.5,-1.56718
139.75,-1.54964
140,-1.53224
140.25,-1.51498
140.5,-1.49786
140.75,-1.48088
141,-1.46404
141.25,-1.44733
141.5,-1.43076
141.75,-1.41433
142,-1.39803
142.25,-1.38187
142.5,-1.36584
142.75,-1.34994
143,-1.33417
143.25,-1.31854
143.5,-1.30303
143.75,-1.28765
144,-1.27241
144.25,-1.25729
144.5,-1.2423
144.75,-1.22743
145,-1.21269
145.25,-1.19808
145.5,-1.1836
145.75,-1.16923
146,-1.15499
146.25,-1.14088
146.5,-1.12689
146.75,-1.11301
147,-1.09927
147.25,-1.08564
147.5,-1.07213
147.75,-1.05874
148,-1.04547
148.25,-1.03232
148.5,-1.01929
148.75,-1.00638
149,-0.993582
149.25,-0.980902
149.5,-0.96834
149.75,-0.955893
150,-0.943562
150.25,-0.931345
150.5,-0.919244
150.75,-0.907256
151,-0.895382
151.25,-0.883622
151.5,-0.871975
151.75,-0.86044
152,-0.849017
152.25,-0.837706
152.5,-0.826506
152.75,-0.815418
153,-0.80444
153.25,-0.793572
153.5,-0.782814
153.75,-0.772166
154,-0.761627
154.25,-0.751196
154.5,-0.740875
154.75,-0.730661
155,-0.720556
155.25,-0.710558
155.5,-0.700667
155.75,-0.690883
156,-0.681206
156.25,-0.671635
156.5,-0.662171
156.75,-0.652812
157,-0.643559
157.25,-0.634411
157.5,-0.625368
157.75,-0.61643
158,-0.607596
158.25,-0.598867
158.5,-0.590241
158.75,-0.581719
159,-0.573301
159.25,-0.564986
159.5,-0.556774
159.75,-0.548665
160,-0.540659
160.25,-0.532754
160.5,-0.524952
160.75,-0.517253
161,-0.509654
161.25,-0.502158
161.5,-0.494762
161.75,-0.487468
162,-0.480275
162.25,-0.473183
162.5,-0.466191
162.75,-0.4593
163,-0.452509
163.25,-0.445818
163.5,-0.439227
163.75,-0.432736
164,-0.426344
164.25,-0.420052
164.5,-0.413859
164.75,-0.407765
165,-0.401771
165.25,-0.395875
165.5,-0.390078
165.75,-0.384379
166,-0.378779
166.25,-0.373278
166.5,-0.367874
166.75,-0.362569
167,-0.357361
167.25,-0.352252
167.5,-0.34724
167.75,-0.342326
168,-0.337509
168.25,-0.33279
168.5,-0.328168
168.75,-0.323643
169,-0.319215
169.25,-0.314885
169.5,-0.310651
169.75,-0.306514
170,-0.302474
170.25,-0.29853
170.5,-0.294684
170.75,-0.290933
171,-0.287279
171.25,-0.283722
171.5,-0.28026
171.75,-0.276895
172,-0.273627
172.25,-0.270454
172.5,-0.267377
172.75,-0.264396
173,-0.261512
